StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,Cluster,PCA1,PCA2
21,82,2,0,2,1,1,19,1,8,1,80,91,1,0,0,2,-0.6336395058066417,0.38970745908670323
25,99,1,1,2,1,1,19,3,11,0,99,97,1,2,0,0,0.4099386462526474,-0.6313972100339619
25,99,1,1,2,1,1,18,1,4,0,80,48,0,1,3,3,0.4763686993366395,-0.6190656100761208
25,99,1,0,1,0,1,19,3,11,0,99,97,1,2,0,0,-0.5698256730164453,-0.6151019107704719
25,99,1,0,1,0,1,18,1,4,0,80,48,0,1,3,3,-0.5033956199324531,-0.6027703108126309
25,99,1,0,1,1,1,19,3,11,0,99,97,1,2,0,0,-0.5895078633422883,-0.6206241778165367
25,99,1,0,1,1,1,18,1,4,0,80,48,0,1,3,3,-0.5230778102582961,-0.6082925778586956
25,99,2,0,1,1,1,19,3,11,0,99,97,1,2,0,0,-0.597492169808058,-0.6249943785021438
25,99,2,0,1,1,1,18,1,4,0,80,48,0,1,3,3,-0.5310621167240658,-0.6126627785443027
25,99,2,0,2,1,1,19,3,11,0,99,97,1,2,0,0,-0.5936981062224024,-0.6404974520723355
25,99,2,0,2,1,1,18,1,4,0,80,48,0,1,3,3,-0.5272680531384102,-0.6281658521144945
25,99,1,1,1,1,1,19,3,11,0,99,97,1,2,0,0,0.4061445826669918,-0.6158941364637701
25,99,1,1,1,1,1,18,1,4,0,80,48,0,1,3,3,0.4725746357509838,-0.6035625365059291
10,89,0,1,0,1,1,20,2,17,1,70,58,0,0,2,3,0.45252238062584504,0.4291915239106481
10,89,0,1,0,1,1,27,3,20,0,82,57,1,0,2,0,0.3730129320156691,-0.5672690235880222
10,89,0,1,0,1,1,21,3,13,1,62,94,1,0,0,1,0.3726970430422971,0.4306806367121151
10,89,1,1,1,1,1,20,2,17,1,70,58,0,0,2,3,0.4483321377457311,0.4093182496548492
10,89,1,1,1,1,1,27,3,20,0,82,57,1,0,2,0,0.36882268913555516,-0.5871422978438211
10,89,1,1,1,1,1,21,3,13,1,62,94,1,0,0,1,0.3685068001621832,0.4108073624563162
16,95,0,1,0,1,0,23,1,1,0,91,59,1,2,2,0,0.41142535148378734,-0.598780638457416
16,95,0,1,0,1,0,29,2,18,0,66,89,0,1,0,3,0.47544497856423795,-0.5842978269034936
16,95,0,0,0,1,0,23,1,1,0,91,59,1,2,2,0,-0.5842270945254926,-0.6035106798101825
16,95,0,0,0,1,0,29,2,18,0,66,89,0,1,0,3,-0.5202074674450421,-0.5890278682562602
16,95,1,1,2,1,0,23,1,1,0,91,59,1,2,2,0,0.4110291721893291,-0.6341569862834067
16,95,1,1,2,1,0,29,2,18,0,66,89,0,1,0,3,0.4750487992697797,-0.6196741747294843
16,95,0,0,0,0,0,23,1,1,0,91,59,1,2,2,0,-0.5645449041996495,-0.5979884127641177
16,95,0,0,0,0,0,29,2,18,0,66,89,0,1,0,3,-0.5005252771191989,-0.5835056012101955
16,95,0,0,1,1,0,23,1,1,0,91,59,1,2,2,0,-0.580433030939837,-0.6190137533803742
16,95,0,0,1,1,0,29,2,18,0,66,89,0,1,0,3,-0.5164134038593864,-0.604530941826452
23,69,2,1,1,1,1,18,3,7,1,69,80,1,2,1,1,0.39278663599162,0.3813778593325654
23,69,1,1,1,1,1,18,3,7,1,69,80,1,2,1,1,0.40077094245738953,0.3857480600181725
23,69,0,1,2,1,1,18,3,7,1,69,80,1,2,1,1,0.4125493125088149,0.3746151871335879
23,69,0,1,0,0,1,18,3,7,1,69,80,1,2,1,1,0.42464337566334664,0.41114360132003613
15,63,0,0,0,1,0,28,2,12,1,93,78,1,1,1,2,-0.6132408762532444,0.41583970867092956
9,79,0,0,2,1,1,23,1,0,0,69,53,1,1,3,0,-0.595169926397063,-0.6192534567158465
9,79,0,0,2,1,1,19,1,10,1,91,58,1,1,2,2,-0.602339429065822,0.38095219324672114
9,79,0,0,2,1,1,24,1,10,0,81,66,1,1,2,0,-0.5977876827779276,-0.6181275593219012
10,81,1,1,1,0,0,23,1,4,0,64,82,0,2,1,3,0.5078850730944665,-0.6148632194411531
10,81,1,1,1,0,0,21,1,20,1,90,94,1,2,0,1,0.41827247646129506,0.3879574407168268
10,81,1,1,1,0,0,27,3,1,1,52,50,1,0,3,1,0.38931683493152724,0.416132948173523
10,81,1,1,1,0,0,29,1,20,0,93,61,0,1,2,3,0.4847958789031114,-0.5976289562835506
10,81,2,1,1,1,0,23,1,4,0,64,82,0,2,1,3,0.4802185763028538,-0.6247556871728249
10,81,2,1,1,1,0,21,1,20,1,90,94,1,2,0,1,0.39060597966968236,0.37806497298515496
10,81,2,1,1,1,0,27,3,1,1,52,50,1,0,3,1,0.36165033813991454,0.4062404804418511
10,81,2,1,1,1,0,29,1,20,0,93,61,0,1,2,3,0.45712938211149867,-0.6075214240152225
20,93,2,1,1,1,1,19,1,0,0,65,54,0,2,3,3,0.4832619204851313,-0.6242529115761382
20,93,2,1,1,1,1,23,1,5,1,55,99,1,0,0,1,0.36344512775658244,0.40752365325440265
20,93,2,1,1,1,1,23,2,14,1,65,56,0,2,2,3,0.4780273461123682,0.3759788085622954
20,93,2,1,1,1,1,23,3,8,1,51,47,1,1,3,1,0.38131579124719217,0.39246342482140695
20,93,1,1,0,1,1,19,1,0,0,65,54,0,2,3,3,0.48745216336524544,-0.6043796373203393
20,93,1,1,0,1,1,23,1,5,1,55,99,1,0,0,1,0.3676353706366965,0.42739692751020153
20,93,1,1,0,1,1,23,2,14,1,65,56,0,2,2,3,0.4822175889924821,0.39585208281809425
20,93,1,1,0,1,1,23,3,8,1,51,47,1,1,3,1,0.38550603412730633,0.4123366990772058
20,93,0,1,1,1,1,19,1,0,0,65,54,0,2,3,3,0.49923053341667056,-0.6155125102049239
20,93,0,1,1,1,1,23,1,5,1,55,99,1,0,0,1,0.37941374068812184,0.4162640546256169
20,93,0,1,1,1,1,23,2,14,1,65,56,0,2,2,3,0.4939959590439077,0.3847192099335096
20,93,0,1,1,1,1,23,3,8,1,51,47,1,1,3,1,0.3972844041787317,0.4012038261926212
20,93,1,1,1,1,1,19,1,0,0,65,54,0,2,3,3,0.4912462269509009,-0.619882710890531
20,93,1,1,1,1,1,23,1,5,1,55,99,1,0,0,1,0.3714294342223521,0.41189385394000977
20,93,1,1,1,1,1,23,2,14,1,65,56,0,2,2,3,0.48601165257813783,0.3803490092479025
20,93,1,1,1,1,1,23,3,8,1,51,47,1,1,3,1,0.3893000977129618,0.39683362550701407
20,93,2,0,1,1,1,19,1,0,0,65,54,0,2,3,3,-0.5123905255241488,-0.6289829529289047
20,93,2,0,1,1,1,23,1,5,1,55,99,1,0,0,2,-0.6322073182526977,0.4027936119016361
20,93,2,0,1,1,1,23,2,14,1,65,56,0,2,2,3,-0.5176250998969119,0.3712487672095288
20,93,2,0,1,1,1,23,3,8,1,51,47,1,1,3,2,-0.6143366547620879,0.3877333834686404
20,93,1,0,2,1,1,19,1,0,0,65,54,0,2,3,3,-0.5006121554727235,-0.6401158258134894
20,93,1,0,2,1,1,23,1,5,1,55,99,1,0,0,2,-0.6204289482012725,0.39166073901705156
20,93,1,0,2,1,1,23,2,14,1,65,56,0,2,2,3,-0.5058467298454866,0.3601158943249442
20,93,1,0,2,1,1,23,3,8,1,51,47,1,1,3,2,-0.6025582847106626,0.37660051058405575
20,93,0,0,1,1,1,19,1,0,0,65,54,0,2,3,3,-0.4964219125926095,-0.6202425515576905
20,93,0,0,1,1,1,23,1,5,1,55,99,1,0,0,2,-0.6162387053211584,0.41153401327285044
20,93,0,0,1,1,1,23,2,14,1,65,56,0,2,2,3,-0.5016564869653726,0.37998916858074305
20,93,0,0,1,1,1,23,3,8,1,51,47,1,1,3,2,-0.5983680418305486,0.39647378483985474
22,78,1,1,0,1,1,19,3,13,1,95,60,0,2,2,3,0.47622163750198054,0.398765004602023
22,78,1,1,0,1,1,27,3,9,1,58,73,1,1,1,1,0.38181278447809,0.4150726758975547
22,78,1,1,0,1,1,22,3,10,0,87,65,0,0,2,3,0.44531492004902584,-0.5700085059236347
22,78,2,1,1,1,1,19,3,13,1,95,60,0,2,2,3,0.4720313946218665,0.37889173034622414
22,78,2,1,1,1,1,27,3,9,1,58,73,1,1,1,1,0.3776225415979758,0.3951994016417558
22,78,2,1,1,1,1,22,3,10,0,87,65,0,0,2,3,0.4411246771689118,-0.5898817801794336
22,78,1,0,1,1,1,19,3,13,1,95,60,0,2,2,3,-0.5156367449216439,0.3785318896790648
22,78,1,0,1,1,1,27,3,9,1,58,73,1,1,1,2,-0.6100455979455346,0.3948395609745964
22,78,1,0,1,1,1,22,3,10,0,87,65,0,0,2,3,-0.5465434623745986,-0.5902416208465929
22,78,1,1,1,1,1,19,3,13,1,95,60,0,2,2,3,0.48001570108763614,0.38326193103183126
22,78,1,1,1,1,1,27,3,9,1,58,73,1,1,1,1,0.38560684806374546,0.39956960232736294
22,78,1,1,1,1,1,22,3,10,0,87,65,0,0,2,3,0.44910898363468144,-0.5855115794938265
22,78,2,0,0,1,1,19,3,13,1,95,60,0,2,2,3,-0.5274151149730691,0.38966476256364935
22,78,2,0,0,1,1,27,3,9,1,58,73,1,1,1,2,-0.6218239679969599,0.405972433859181
22,78,2,0,0,1,1,22,3,10,0,87,65,0,0,2,3,-0.5583218324260238,-0.5791087479620084
22,78,2,1,0,1,1,19,3,13,1,95,60,0,2,2,3,0.4682373310362109,0.3943948039164159
22,78,2,1,0,1,1,27,3,9,1,58,73,1,1,1,1,0.37382847801232033,0.4107024752119476
22,78,2,1,0,1,1,22,3,10,0,87,65,0,0,2,3,0.4373306135832562,-0.5743787066092418
22,78,0,0,2,1,1,19,3,13,1,95,60,0,2,2,3,-0.5038583748702187,0.36739901679448017
22,78,0,0,2,1,1,27,3,9,1,58,73,1,1,1,2,-0.5982672278941094,0.38370668809001174
22,78,0,0,2,1,1,22,3,10,0,87,65,0,0,2,3,-0.5347650923231734,-0.6013744937311776
24,81,0,0,1,1,0,25,0,20,0,64,43,1,2,3,0,-0.5822476807993474,-0.6137739450901143
24,81,0,0,1,1,0,20,2,13,1,97,83,0,1,1,3,-0.5250427059297554,0.39830233761664435
10,62,0,0,2,1,1,27,1,13,0,97,51,1,1,3,0,-0.6031554126920601,-0.6150395714615357
10,62,0,0,2,1,1,20,1,0,1,60,68,1,2,2,2,-0.5829998638549414,0.3668017230749445
10,62,0,0,2,1,1,20,2,15,1,95,83,0,1,1,3,-0.5253999215034122,0.38204725141794493
10,62,0,0,2,1,1,24,1,10,0,98,65,0,1,2,3,-0.5216534233727904,-0.6172946480994211
10,62,0,0,2,1,1,23,2,14,0,79,59,1,2,2,0,-0.5834704681550995,-0.6305086267564496
10,62,1,0,2,1,1,27,1,13,0,97,51,1,1,3,0,-0.6111397191578297,-0.6194097721471428
10,62,1,0,2,1,1,20,1,0,1,60,68,1,2,2,2,-0.590984170320711,0.3624315223893373
10,62,1,0,2,1,1,20,2,15,1,95,83,0,1,1,3,-0.5333842279691818,0.3776770507323378
10,62,1,0,2,1,1,24,1,10,0,98,65,0,1,2,3,-0.5296377298385601,-0.6216648487850283
10,62,1,0,2,1,1,23,2,14,0,79,59,1,2,2,0,-0.5914547746208692,-0.6348788274420567
10,62,2,0,1,1,1,27,1,13,0,97,51,1,1,3,0,-0.622918089209255,-0.6082768992625582
10,62,2,0,1,1,1,20,1,0,1,60,68,1,2,2,2,-0.6027625403721363,0.37356439527392193
10,62,2,0,1,1,1,20,2,15,1,95,83,0,1,1,3,-0.5451625980206071,0.38880992361692235
10,62,2,0,1,1,1,24,1,10,0,98,65,0,1,2,3,-0.5414160998899853,-0.6105319759004436
10,62,2,0,1,1,1,23,2,14,0,79,59,1,2,2,0,-0.6032331446722944,-0.6237459545574721
20,85,1,0,2,1,1,25,1,20,1,52,53,1,1,3,2,-0.6057324530028603,0.37882417925758916
20,85,1,0,2,1,1,28,2,1,0,98,67,1,2,2,0,-0.5871646905781229,-0.6364249196398153
20,85,1,0,2,1,1,28,3,5,1,50,75,1,2,1,2,-0.5857757954901595,0.3621109629501341
20,85,1,0,2,1,1,20,2,7,0,97,81,1,1,1,0,-0.6056332718486825,-0.6206015239534276
20,85,1,0,2,1,1,22,3,5,1,54,41,1,1,3,2,-0.6040312145870425,0.37745196658585944
20,85,1,1,0,1,1,25,1,20,1,52,53,1,1,3,1,0.3823318658351086,0.4145603677507391
20,85,1,1,0,1,1,28,2,1,0,98,67,1,2,2,0,0.4008996282598458,-0.6006887311466653
20,85,1,1,0,1,1,28,3,5,1,50,75,1,2,1,1,0.4022885233478095,0.3978471514432841
20,85,1,1,0,1,1,20,2,7,0,97,81,1,1,1,0,0.3824310469892863,-0.5848653354602775
20,85,1,1,0,1,1,22,3,5,1,54,41,1,1,3,1,0.3840331042509265,0.4131881550790094
20,85,0,0,0,1,1,25,1,20,1,52,53,1,1,3,2,-0.6053362737084019,0.4142005270835798
20,85,0,0,0,1,1,28,2,1,0,98,67,1,2,2,0,-0.5867685112836646,-0.6010485718138247
20,85,0,0,0,1,1,28,3,5,1,50,75,1,2,1,2,-0.585379616195701,0.39748731077612465
20,85,0,0,0,1,1,20,2,7,0,97,81,1,1,1,0,-0.6052370925542242,-0.585225176127437
20,85,0,0,0,1,1,22,3,5,1,54,41,1,1,3,2,-0.603635035292584,0.41282831441185
20,85,0,1,1,1,1,25,1,20,1,52,53,1,1,3,1,0.39411023588653393,0.4034274948661545
20,85,0,1,1,1,1,28,2,1,0,98,67,1,2,2,0,0.4126779983112713,-0.6118216040312499
20,85,0,1,1,1,1,28,3,5,1,50,75,1,2,1,1,0.41406689339923497,0.38671427855869944
20,85,0,1,1,1,1,20,2,7,0,97,81,1,1,1,0,0.39420941704071166,-0.5959982083448622
20,85,0,1,1,1,1,22,3,5,1,54,41,1,1,3,1,0.39581147430235186,0.40205528219442477
20,85,1,0,0,1,1,25,1,20,1,52,53,1,1,3,2,-0.6133205801741716,0.40983032639797257
20,85,1,0,0,1,1,28,2,1,0,98,67,1,2,2,0,-0.5947528177494342,-0.6054187724994318
20,85,1,0,0,1,1,28,3,5,1,50,75,1,2,1,2,-0.5933639226614706,0.39311711009051753
20,85,1,0,0,1,1,20,2,7,0,97,81,1,1,1,0,-0.6132213990199938,-0.5895953768130441
20,85,1,0,0,1,1,22,3,5,1,54,41,1,1,3,2,-0.6116193417583536,0.40845811372624286
13,93,0,1,2,1,1,23,3,1,0,99,53,1,2,3,0,0.4176356134502671,-0.6301354727272653
13,93,0,1,2,1,1,23,3,9,1,94,75,1,0,1,1,0.3781062195973457,0.40001089255468714
13,93,0,1,2,1,1,23,3,4,1,58,96,1,2,0,1,0.4183738717525708,0.36841763982515674
13,93,0,1,2,1,1,29,1,15,1,89,41,0,1,3,3,0.47693190081022674,0.38322547454734657
13,93,2,1,1,1,1,23,3,1,0,99,53,1,2,3,0,0.39787293693307224,-0.6233728005282878
13,93,2,1,1,1,1,23,3,9,1,94,75,1,0,1,1,0.3583435430801508,0.40677356475366455
13,93,2,1,1,1,1,23,3,4,1,58,96,1,2,0,1,0.3986111952353759,0.37518031202413415
13,93,2,1,1,1,1,29,1,15,1,89,41,0,1,3,3,0.45716922429303175,0.3899881467463241
13,93,2,0,0,1,1,23,3,1,0,99,53,1,2,3,0,-0.6015735726618634,-0.6125997683108626
13,93,2,0,0,1,1,23,3,9,1,94,75,1,0,1,2,-0.6411029665147849,0.41754659697108987
13,93,2,0,0,1,1,23,3,4,1,58,96,1,2,0,2,-0.6008353143595597,0.38595334424155936
13,93,2,0,0,1,1,29,1,15,1,89,41,0,1,3,3,-0.5422772853019038,0.4007611789637493
20,84,2,1,2,1,0,21,2,15,1,83,66,1,1,2,1,0.3789370973360301,0.37934243507723087
20,84,2,1,1,1,0,21,2,15,1,83,66,1,1,2,1,0.3751430337503744,0.3948455086474226
20,84,0,0,1,1,0,21,2,15,1,83,66,1,1,2,2,-0.6045407993273665,0.3988558686658704
20,84,0,0,0,1,0,21,2,15,1,83,66,1,1,2,2,-0.6083348629130221,0.4143589422360622
15,84,2,0,0,1,1,26,1,15,0,59,95,1,2,0,0,-0.6005615085950563,-0.6102047396241852
15,84,2,0,0,1,1,19,0,4,1,82,79,0,2,1,3,-0.5239204883069067,0.3860611824841186
15,84,2,0,0,1,1,26,2,10,0,74,65,0,1,2,3,-0.5381711327128937,-0.5971476793852377
15,84,2,0,0,1,1,22,1,12,1,54,69,1,1,2,2,-0.6208697920258557,0.40363443962920387
15,84,1,0,1,1,1,26,1,15,0,59,95,1,2,0,0,-0.5887831385436311,-0.6213376125087698
15,84,1,0,1,1,1,19,0,4,1,82,79,0,2,1,3,-0.5121421182554815,0.37492830959953394
15,84,1,0,1,1,1,26,2,10,0,74,65,0,1,2,3,-0.5263927626614685,-0.6082805522698224
15,84,1,0,1,1,1,22,1,12,1,54,69,1,1,2,2,-0.6090914219744304,0.3925015667446192
15,84,0,1,1,1,1,26,1,15,0,59,95,1,2,0,0,0.41485361393141873,-0.6122373704703962
15,84,0,1,1,1,1,19,0,4,1,82,79,0,2,1,3,0.4914946342195682,0.3840285516379076
15,84,0,1,1,1,1,26,2,10,0,74,65,0,1,2,3,0.4772439898135813,-0.5991803102314487
15,84,0,1,1,1,1,22,1,12,1,54,69,1,1,2,1,0.39454533050061935,0.4016018087829929
18,67,0,1,0,1,1,25,3,17,1,78,56,1,2,2,1,0.4021183731521162,0.4057267131278609
18,67,0,1,0,1,1,19,0,12,0,76,100,1,2,0,0,0.40642122032160777,-0.5936943447443024
18,67,2,1,1,1,1,25,3,17,1,78,56,1,2,2,1,0.3899438238062325,0.3814832381864549
18,67,2,1,1,1,1,19,0,12,0,76,100,1,2,0,0,0.3942466709757241,-0.6179378196857084
18,67,0,0,0,1,1,25,3,17,1,78,56,1,2,2,2,-0.5935340728571639,0.40099667177509435
18,67,0,0,0,1,1,19,0,12,0,76,100,1,2,0,0,-0.5892312256876724,-0.5984243860970688
18,67,1,0,2,1,1,25,3,17,1,78,56,1,2,2,2,-0.5939302521516223,0.3656203239491037
18,67,1,0,2,1,1,19,0,12,0,76,100,1,2,0,0,-0.5896274049821308,-0.6338007339230595
18,67,1,1,2,1,1,25,3,17,1,78,56,1,2,2,1,0.40172219385765773,0.37035036530187027
18,67,1,1,2,1,1,19,0,12,0,76,100,1,2,0,0,0.4060250410271493,-0.6290706925702929
17,99,2,0,1,1,1,27,1,16,1,81,43,1,1,3,2,-0.617664594628677,0.3873969907825725
17,99,2,0,1,1,1,27,2,16,1,99,74,1,2,1,2,-0.6018571113028207,0.3724042839079543
17,99,1,0,0,0,1,27,1,16,1,81,43,1,1,3,2,-0.5937921614227197,0.4127925320844361
17,99,1,0,0,0,1,27,2,16,1,99,74,1,2,1,2,-0.5779846780968636,0.39779982520981794
17,99,1,0,0,1,1,27,1,16,1,81,43,1,1,3,2,-0.6134743517485629,0.4072702650383714
17,99,1,0,0,1,1,27,2,16,1,99,74,1,2,1,2,-0.5976668684227067,0.3922775581637532
17,99,1,1,1,1,1,27,1,16,1,81,43,1,1,3,1,0.38597215784637295,0.3964972328209462
17,99,1,1,1,1,1,27,2,16,1,99,74,1,2,1,1,0.4017796411722291,0.381504525946328
13,69,0,0,1,1,1,25,2,15,0,66,77,0,2,1,3,-0.5032776433079593,-0.6173105259032454
13,69,0,0,1,1,1,19,3,15,1,91,75,1,0,1,2,-0.6263476199648078,0.4145521887396587
13,69,0,0,1,1,1,25,1,17,0,62,55,1,2,2,0,-0.5843175713351494,-0.6151965360124814
13,69,2,0,0,1,1,25,2,15,0,66,77,0,2,1,3,-0.5230403198251541,-0.6105478537042679
13,69,2,0,0,1,1,19,3,15,1,91,75,1,0,1,2,-0.6461102964820027,0.42131486093863624
13,69,2,0,0,1,1,25,1,17,0,62,55,1,2,2,0,-0.6040802478523442,-0.6084338638135038
23,67,1,1,1,1,0,27,2,5,0,70,93,1,0,0,0,0.3683535758508789,-0.5825181896866936
23,67,1,0,2,1,0,27,2,5,0,70,93,1,0,0,0,-0.6235048065727455,-0.6027513046096518
23,67,2,1,1,1,0,27,2,5,0,70,93,1,0,0,0,0.36036926938510927,-0.5868883903723007
23,67,2,1,0,1,0,27,2,5,0,70,93,1,0,0,0,0.3565752057994537,-0.5713853168021089
23,67,0,0,1,1,0,27,2,5,0,70,93,1,0,0,0,-0.6193145636926316,-0.5828780303538529
29,87,2,1,2,1,1,23,0,9,1,69,59,1,0,2,1,0.364345712697295,0.3956697157935214
5,84,1,1,2,1,1,20,2,17,1,74,65,1,2,2,1,0.404942979561001,0.3647470345155279
5,84,1,1,0,0,1,20,2,17,1,74,65,1,2,2,1,0.4170370427155329,0.4012754487019762
19,96,0,1,0,0,0,21,2,20,1,72,54,0,0,3,3,0.47325088046520336,0.4363166589688279
19,96,0,1,0,0,0,20,0,12,1,62,65,1,1,2,1,0.4119714298380216,0.42212206453951506
19,96,0,1,0,0,0,24,0,1,0,66,72,0,2,1,3,0.5154150127599734,-0.5950333637703538
19,96,0,1,0,0,0,29,2,4,1,98,73,1,1,1,1,0.40899173170822134,0.4219432708201082
19,96,1,0,2,1,0,21,2,20,1,72,54,0,0,3,3,-0.5424799351643782,0.39068800274400595
19,96,1,0,2,1,0,20,0,12,1,62,65,1,1,2,2,-0.6037593857915602,0.37649340831469336
19,96,1,0,2,1,0,24,0,1,0,66,72,0,2,1,3,-0.5003158028696084,-0.6406620199951756
19,96,1,0,2,1,0,29,2,4,1,98,73,1,1,1,2,-0.6067390839213604,0.37631461459528626
19,96,1,1,2,1,0,21,2,20,1,72,54,0,0,3,3,0.45317251084490184,0.3954180440967725
19,96,1,1,2,1,0,20,0,12,1,62,65,1,1,2,1,0.3918930602177201,0.3812234496674599
19,96,1,1,2,1,0,24,0,1,0,66,72,0,2,1,3,0.49533664313967163,-0.6359319786424091
19,96,1,1,2,1,0,29,2,4,1,98,73,1,1,1,1,0.3889133620879196,0.3810446559480528
19,76,2,1,0,1,1,27,0,20,1,83,54,1,2,3,1,0.38695859538478394,0.39637475861357974
19,76,2,1,0,1,1,21,2,11,0,72,90,1,1,0,0,0.37496553843348457,-0.5882854742823034
19,76,0,0,1,1,1,27,0,20,1,83,54,1,2,3,2,-0.5889311741073013,0.38488204506183565
19,76,0,0,1,1,1,21,2,11,0,72,90,1,1,0,0,-0.6009242310586007,-0.5997781878340475
19,76,1,1,1,1,1,27,0,20,1,83,54,1,2,3,1,0.3987369654362092,0.3852418857289951
19,76,1,1,1,1,1,21,2,11,0,72,90,1,1,0,0,0.3867439084849099,-0.599418347166888
19,76,0,1,1,1,1,27,0,20,1,83,54,1,2,3,1,0.4067212719019787,0.3896120864146022
19,76,0,1,1,1,1,21,2,11,0,72,90,1,1,0,0,0.39472821495067933,-0.5950481464812809
27,95,1,0,2,1,0,19,2,1,1,63,91,1,0,0,2,-0.6201760754753837,0.39288373200496807
27,95,2,0,2,1,0,19,2,1,1,63,91,1,0,0,2,-0.6281603819411533,0.38851353131936095
27,95,1,1,2,1,0,19,2,1,1,63,91,1,0,0,1,0.3754763705338965,0.3976137733577346
27,95,2,1,2,1,0,19,2,1,1,63,91,1,0,0,1,0.36749206406812673,0.3932435726721275
22,97,2,1,1,1,1,29,1,11,1,73,89,1,1,0,1,0.37931619638476255,0.3930478117194528
22,97,2,1,1,1,1,20,0,13,1,79,77,0,2,1,3,0.477430917187161,0.37606217515569296
22,97,2,1,1,1,1,26,2,16,1,66,65,1,2,2,1,0.3972641655611787,0.3781272717420655
22,97,1,1,2,1,1,29,1,11,1,73,89,1,1,0,1,0.3910945664361879,0.38191493883486816
22,97,1,1,2,1,1,20,0,13,1,79,77,0,2,1,3,0.48920928723858637,0.3649293022711083
22,97,1,1,2,1,1,26,2,16,1,66,65,1,2,2,1,0.40904253561260406,0.36699439885748086
22,97,1,0,2,1,1,29,1,11,1,73,89,1,1,0,2,-0.6045578795730923,0.3771848974821016
22,97,1,0,2,1,1,20,0,13,1,79,77,0,2,1,3,-0.5064431587706938,0.36019926091834176
22,97,1,0,2,1,1,26,2,16,1,66,65,1,2,2,2,-0.5866099103966761,0.3622643575047143
22,97,1,0,1,1,1,29,1,11,1,73,89,1,1,0,2,-0.6083519431587479,0.39268797105229336
22,97,1,0,1,1,1,20,0,13,1,79,77,0,2,1,3,-0.5102372223563494,0.3757023344885335
22,97,1,0,1,1,1,26,2,16,1,66,65,1,2,2,2,-0.5904039739823317,0.37776743107490607
22,97,1,1,1,0,1,29,1,11,1,73,89,1,1,0,1,0.40698269317637525,0.40294027945112465
22,97,1,1,1,0,1,20,0,13,1,79,77,0,2,1,3,0.5050974139787737,0.3859546428873648
22,97,1,1,1,0,1,26,2,16,1,66,65,1,2,2,1,0.4249306623527914,0.38801973947373736
22,97,1,1,1,1,1,29,1,11,1,73,89,1,1,0,1,0.3873005028505322,0.3974180124050599
22,97,1,1,1,1,1,20,0,13,1,79,77,0,2,1,3,0.48541522365293066,0.3804323758413001
22,97,1,1,1,1,1,26,2,16,1,66,65,1,2,2,1,0.40524847202694836,0.3824974724276726
22,72,1,1,1,1,1,27,0,20,0,50,87,0,1,0,3,0.46861088065602907,-0.5996255587850388
22,72,1,0,0,1,1,27,0,20,0,50,87,0,1,0,3,-0.5308356289389066,-0.5888525265676136
22,72,0,1,2,1,1,27,0,20,0,50,87,0,1,0,3,0.4803892507074544,-0.6107584316696233
22,72,2,0,0,0,1,27,0,20,0,50,87,0,1,0,3,-0.519137745078833,-0.5877004602071559
18,95,1,1,0,1,1,28,2,14,1,55,57,1,0,2,1,0.3667909143475049,0.4274703860404404
18,95,1,1,0,1,1,29,2,19,1,53,99,0,2,0,3,0.4832213778716089,0.3953611943598472
18,95,1,1,0,1,1,18,1,12,0,85,51,0,2,3,3,0.4839975553143018,-0.6037087701681826
18,95,1,1,2,1,1,28,2,14,1,55,57,1,0,2,1,0.37437904151881607,0.3964642389000569
18,95,1,1,2,1,1,29,2,19,1,53,99,0,2,0,3,0.4908095050429203,0.36435504721946366
18,95,1,1,2,1,1,18,1,12,0,85,51,0,2,3,3,0.49158568248561296,-0.634714917308566
18,95,2,0,1,1,1,28,2,14,1,55,57,1,0,2,2,-0.6330517745418892,0.402867070431875
18,95,2,0,1,1,1,29,2,19,1,53,99,0,2,0,3,-0.5166213110177851,0.37075787875128174
18,95,2,0,1,1,1,18,1,12,0,85,51,0,2,3,3,-0.5158451335750923,-0.628312085776748
18,95,2,1,2,1,1,28,2,14,1,55,57,1,0,2,1,0.3663947350530464,0.39209403821444977
18,95,2,1,2,1,1,29,2,19,1,53,99,0,2,0,3,0.48282519857715067,0.35998484653385654
18,95,2,1,2,1,1,18,1,12,0,85,51,0,2,3,3,0.4836013760198433,-0.6390851179941732
17,91,1,0,2,1,1,23,3,19,0,94,81,1,2,1,0,-0.587991975667975,-0.6363636717960708
17,91,1,0,2,1,1,28,2,9,0,54,75,1,2,1,0,-0.58225866466944,-0.6379328559768797
17,91,1,1,1,1,1,23,3,19,0,94,81,1,2,1,0,0.40386640675564944,-0.6161305568731126
17,91,1,1,1,1,1,28,2,9,0,54,75,1,2,1,0,0.40959971775418447,-0.6176997410539213
17,91,0,1,0,1,1,23,3,19,0,94,81,1,2,1,0,0.4080566496357636,-0.5962572826173137
17,91,0,1,0,1,1,28,2,9,0,54,75,1,2,1,0,0.4137899606342986,-0.5978264667981225
17,91,0,1,1,1,1,23,3,19,0,94,81,1,2,1,0,0.4118507132214193,-0.6117603561875053
17,91,0,1,1,1,1,28,2,9,0,54,75,1,2,1,0,0.41758402421995433,-0.6133295403683142
22,71,2,1,2,1,0,22,1,1,1,59,61,1,2,2,1,0.3988082986397917,0.364634893084388
